CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41718530,HUNTS POINT JUICE BAR & DELI,BRONX,620,MANIDA STREET,10474,3479189442,Spanish,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,Z,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
41719056,CHINA MOON,MANHATTAN,7,EAST 47 STREET,10017,2122074787,Chinese,6/7/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
41719056,CHINA MOON,MANHATTAN,7,EAST 47 STREET,10017,2122074787,Chinese,6/7/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
41719056,CHINA MOON,MANHATTAN,7,EAST 47 STREET,10017,2122074787,Chinese,6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
41719380,JACKS COFFEE,MANHATTAN,425,WEST   13 STREET,10014,2126752007,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41719380,JACKS COFFEE,MANHATTAN,425,WEST   13 STREET,10014,2126752007,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41719663,UNCLE BOON'S,MANHATTAN,7,SPRING STREET,10012,6463706650,Thai,6/13/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41719663,UNCLE BOON'S,MANHATTAN,7,SPRING STREET,10012,6463706650,Thai,6/13/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
41719946,UNCLE LOUIE GS ITALIAN ICES & ICE CREAM,BROOKLYN,8702,3 AVENUE,11209,7188334237,"Ice Cream, Gelato, Yogurt, Ices",6/5/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,2,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
41720078,TAQUERIA KERMES,QUEENS,6636,FRESH POND ROAD,11385,3474639263,Spanish,6/4/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
41720838,ROTI MEDITERRANEAN GRILL,MANHATTAN,100,MAIDEN LANE,10038,6464943359,Mediterranean,6/14/2019,Establishment re-opened by DOHMH,,,Not Applicable,0,Z,6/14/2019,6/21/2019,Cycle Inspection / Reopening Inspection
41721069,MASAKI TERIYAKI & SUSHI,BROOKLYN,11,PUTNAM AVENUE,11238,7186222228,Japanese,6/10/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41721069,MASAKI TERIYAKI & SUSHI,BROOKLYN,11,PUTNAM AVENUE,11238,7186222228,Japanese,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41721069,MASAKI TERIYAKI & SUSHI,BROOKLYN,11,PUTNAM AVENUE,11238,7186222228,Japanese,6/10/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
41721734,SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP,QUEENS,4606,SKILLMAN AVENUE,11104,7187841821,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
41721903,ARMONIE,MANHATTAN,1649,PARK AVENUE,10035,2127226400,Italian,6/17/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
41721903,ARMONIE,MANHATTAN,1649,PARK AVENUE,10035,2127226400,Italian,6/17/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection
41722331,CONVENE AT 32 OLD SLIP,MANHATTAN,32,OLD SLIP,10005,6469631181,American,6/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/7/2019,6/21/2019,Cycle Inspection / Initial Inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722677,GLADY'S,BROOKLYN,788,FRANKLIN AVENUE,11238,7186220249,Caribbean,6/5/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,37,Z,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
41722899,MI CANDILEJAS RESTAURANT,BROOKLYN,1509,MERMAID AVENUE,11224,7182666161,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
41722899,MI CANDILEJAS RESTAURANT,BROOKLYN,1509,MERMAID AVENUE,11224,7182666161,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection
50000024,FALANSAI,BROOKLYN,112,HARRISON PLACE,11237,3475991190,Vietnamese/Cambodian/Malaysia,6/19/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50000024,FALANSAI,BROOKLYN,112,HARRISON PLACE,11237,3475991190,Vietnamese/Cambodian/Malaysia,6/19/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,6/19/2019,6/21/2019,Cycle Inspection / Re-inspection
50000038,BARAWINE,MANHATTAN,27,W 120TH ST,10027,6467564154,French,6/18/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50000038,BARAWINE,MANHATTAN,27,W 120TH ST,10027,6467564154,French,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50000038,BARAWINE,MANHATTAN,27,W 120TH ST,10027,6467564154,French,6/18/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection
50000060,ATLAS STEAKHOUSE,BROOKLYN,943,CONEY ISLAND AVE,11230,9178039946,Russian,6/7/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
50000060,ATLAS STEAKHOUSE,BROOKLYN,943,CONEY ISLAND AVE,11230,9178039946,Russian,6/7/2019,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
50000060,ATLAS STEAKHOUSE,BROOKLYN,943,CONEY ISLAND AVE,11230,9178039946,Russian,6/7/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
50000060,ATLAS STEAKHOUSE,BROOKLYN,943,CONEY ISLAND AVE,11230,9178039946,Russian,6/7/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/7/2019,6/21/2019,Cycle Inspection / Re-inspection
50000105,DARINA CAFE,STATEN ISLAND,315,SAND LANE,10305,7183514413,Russian,6/6/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50000105,DARINA CAFE,STATEN ISLAND,315,SAND LANE,10305,7183514413,Russian,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
50000204,DANI'S,STATEN ISLAND,7331,AMBOY RD,10307,7185544615,Italian,6/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
