CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
41661329,SINIGUAL RESTAURANT,MANHATTAN,150,East 42nd Street,10017.0,2122860250,Mexican,6/3/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/3/2019,6/21/2019,Cycle Inspection / Initial Inspection,150 East 42nd Street 10017.0
41662314,JUSTINOS PIZZERIA,STATEN ISLAND,89,GUYON AVENUE,10306.0,7186682020,Pizza,6/18/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,89 GUYON AVENUE 10306.0
41662314,JUSTINOS PIZZERIA,STATEN ISLAND,89,GUYON AVENUE,10306.0,7186682020,Pizza,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,89 GUYON AVENUE 10306.0
41662349,XIXA,BROOKLYN,241,SOUTH    4 STREET,11211.0,7183888860,American,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,241 SOUTH    4 STREET 11211.0
41662349,XIXA,BROOKLYN,241,SOUTH    4 STREET,11211.0,7183888860,American,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection,241 SOUTH    4 STREET 11211.0
41662683,LADY M CONFECTIONS (Plaza Hotel 770 5th avenue),MANHATTAN,1,WEST   59 STREET,10019.0,2124522222,Bakery,6/11/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,1 WEST   59 STREET 10019.0
41662683,LADY M CONFECTIONS (Plaza Hotel 770 5th avenue),MANHATTAN,1,WEST   59 STREET,10019.0,2124522222,Bakery,6/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,1 WEST   59 STREET 10019.0
41662683,LADY M CONFECTIONS (Plaza Hotel 770 5th avenue),MANHATTAN,1,WEST   59 STREET,10019.0,2124522222,Bakery,6/11/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A,6/11/2019,6/21/2019,Cycle Inspection / Initial Inspection,1 WEST   59 STREET 10019.0
41664166,"CHICKPEA, RED MANGO",MANHATTAN,1413,MADISON AVENUE,10029.0,2124106600,Mediterranean,6/5/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,1413 MADISON AVENUE 10029.0
41664166,"CHICKPEA, RED MANGO",MANHATTAN,1413,MADISON AVENUE,10029.0,2124106600,Mediterranean,6/5/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection,1413 MADISON AVENUE 10029.0
41664437,BOCADO CAFE,MANHATTAN,1297,LEXINGTON AVENUE,10128.0,2122899004,American,6/5/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,4,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1297 LEXINGTON AVENUE 10128.0
41664437,BOCADO CAFE,MANHATTAN,1297,LEXINGTON AVENUE,10128.0,2122899004,American,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection,1297 LEXINGTON AVENUE 10128.0
41664553,THE NATIONAL,MANHATTAN,125,EAST   50 STREET,10022.0,2127152400,American,6/17/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,125 EAST   50 STREET 10022.0
41664553,THE NATIONAL,MANHATTAN,125,EAST   50 STREET,10022.0,2127152400,American,6/17/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,125 EAST   50 STREET 10022.0
41664553,THE NATIONAL,MANHATTAN,125,EAST   50 STREET,10022.0,2127152400,American,6/17/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/17/2019,6/21/2019,Cycle Inspection / Re-inspection,125 EAST   50 STREET 10022.0
41664706,DELICIAS PIZZA AND CHICKEN,QUEENS,14120,HOLLY AVENUE,11355.0,7183535070,Pizza,6/10/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,14120 HOLLY AVENUE 11355.0
41664706,DELICIAS PIZZA AND CHICKEN,QUEENS,14120,HOLLY AVENUE,11355.0,7183535070,Pizza,6/10/2019,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,14120 HOLLY AVENUE 11355.0
41664706,DELICIAS PIZZA AND CHICKEN,QUEENS,14120,HOLLY AVENUE,11355.0,7183535070,Pizza,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,14120 HOLLY AVENUE 11355.0
41666628,HAPPY & HEALTHY,BROOKLYN,8015,18 AVENUE,11214.0,3472891643,"Juice, Smoothies, Fruit Salads",6/14/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection,8015 18 AVENUE 11214.0
41666628,HAPPY & HEALTHY,BROOKLYN,8015,18 AVENUE,11214.0,3472891643,"Juice, Smoothies, Fruit Salads",6/14/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection,8015 18 AVENUE 11214.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669112,LA VIE EN SZECHUAN RESTAURANT,MANHATTAN,14,EAST   33 STREET,10016.0,2126832779,Chinese,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,51,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection,14 EAST   33 STREET 10016.0
41669453,EAST COAST REMIX,BROOKLYN,1457,ST JOHNS PLACE,11213.0,3479555335,Caribbean,6/12/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,1457 ST JOHNS PLACE 11213.0
41669453,EAST COAST REMIX,BROOKLYN,1457,ST JOHNS PLACE,11213.0,3479555335,Caribbean,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,1457 ST JOHNS PLACE 11213.0
41669453,EAST COAST REMIX,BROOKLYN,1457,ST JOHNS PLACE,11213.0,3479555335,Caribbean,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,1457 ST JOHNS PLACE 11213.0
41669453,EAST COAST REMIX,BROOKLYN,1457,ST JOHNS PLACE,11213.0,3479555335,Caribbean,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,Z,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,1457 ST JOHNS PLACE 11213.0
41670151,CAFE OLIVIERO,MANHATTAN,850,7 AVENUE,10019.0,2125821902,American,6/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,50,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,850 7 AVENUE 10019.0
41670151,CAFE OLIVIERO,MANHATTAN,850,7 AVENUE,10019.0,2125821902,American,6/13/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,50,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,850 7 AVENUE 10019.0
41670151,CAFE OLIVIERO,MANHATTAN,850,7 AVENUE,10019.0,2125821902,American,6/13/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,50,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,850 7 AVENUE 10019.0
41670151,CAFE OLIVIERO,MANHATTAN,850,7 AVENUE,10019.0,2125821902,American,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,50,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,850 7 AVENUE 10019.0
